BOAMP_AVIS_NUM,D_17_01_Modif_Cpv,D_17_01_01_Modif_Cpv_Principal,D_17_01_02_Modif_Cpv_Supplementaire,D_17_02_Modif_Codenuts,D_17_03_Modif_Lieuprincipal,D_17_04_Modif_Description,D_17_05_Modif_Dureemois,D_17_06_Modif_Dureejours,D_17_07_Modif_Datefin,D_17_08_Modif_Datedebut,D_17_09_Modif_Valeur,D_17_09_01_Modif_Valeur_Value,D_17_09_02_Modif_Valeur_Devise,D_17_10_Modif_Groupementeconomique,D_17_11_Modif_Titulaire,D_17_11_01_Modif_Titulaire_Denomination,D_17_11_02_Modif_Titulaire_Codeidentnational,D_17_11_03_Modif_Titulaire_Correspondant,D_17_11_04_Modif_Titulaire_Adresse,D_17_11_05_Modif_Titulaire_Cp,D_17_11_06_Modif_Titulaire_Ville,D_17_11_07_Modif_Titulaire_Codenuts,D_17_11_08_Modif_Titulaire_Pays,D_17_11_09_Modif_Titulaire_Tel,D_17_11_10_Modif_Titulaire_Poste,D_17_11_11_Modif_Titulaire_Fax,D_17_11_12_Modif_Titulaire_Mel,D_17_11_13_Modif_Titulaire_Url,D_17_11_14_Modif_Titulaire_Pmeoui,D_17_11_15_Modif_Titulaire_Pmenon,D_17_12_Modif_Descmodif,D_17_13_Modif_Besointvx,D_17_14_Modif_Modifrnec,D_17_15_Modif_Valeuravt,D_17_15_01_Modif_Valeuravt_Value,D_17_15_02_Modif_Valeuravt_Devise,D_17_16_Modif_Valeurapr,D_17_16_01_Modif_Valeurapr_Value,D_17_16_02_Modif_Valeurapr_Devise
21-151657,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151658,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151659,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151660,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151661,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151662,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151663,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151664,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151665,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151666,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151668,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151669,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151671,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151672,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151673,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151674,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151675,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151676,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151677,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151678,"{'principal': '45000000', 'supplementaire': []}",45000000.0,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CODE_NUTS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">FRI15</CODE_NUTS>",,"Implantation montage des cloisons en éléments de plâtre finis, plaques de plâtre sur ossature métallique / Doublages /Enduits plâtre sur murs, cloisons, plafond / Mise en place de plaques de plâtre sur parois verticales, plafond / faux plafonds en plaques de plâtre, etc",50.0,,,,"{'value': 345896.38, 'devise': 'EUR'}",345896.38,EUR,,"{'denomination': 'SAMISOL', 'codeidentnational': None, 'correspondant': None, 'adresse': 'ZI BERLANNE - 10 RUE DU PONT LONG', 'cp': '64160', 'ville': 'MORLAAS', 'codenuts': 'FRI15', 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': 'http://www.samisol.fr', 'pmeoui': None, 'pmenon': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<PME_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>'}",SAMISOL,,,ZI BERLANNE - 10 RUE DU PONT LONG,64160,MORLAAS,FRI15,,,,,,http://www.samisol.fr,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<PME_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",-Remplacements cloisons existantes par cloisons neuves zone box optiques R+1 bât. B2-Complément doublages au droit de murs conservés-Travaux de reprise sur plafonds plâtre existants fixés sur cloisons existantes démolies,,Modification fondée sur l'article L2194-1 alinéa 3 du code de la commande publique,"{'value': 361248.39, 'devise': 'EUR'}",361248.39,EUR,"{'value': 365774.8, 'devise': 'EUR'}",365774.8,EUR
21-151678,"{'principal': '45421141', 'supplementaire': []}",45421141.0,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<CODE_NUTS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">FRI15</CODE_NUTS>",,"Implantation montage des cloisons en éléments de plâtre finis, plaques de plâtre sur ossature métallique / Doublages /Enduits plâtre sur murs, cloisons, plafond / Mise en place de plaques de plâtre sur parois verticales, plafond / faux plafonds en plaques de plâtre, etc",50.0,,,,"{'value': 345896.38, 'devise': 'EUR'}",345896.38,EUR,,"{'denomination': 'SAMISOL', 'codeidentnational': None, 'correspondant': None, 'adresse': 'ZI BERLANNE - 10 RUE DU PONT LONG', 'cp': '64160', 'ville': 'MORLAAS', 'codenuts': 'FRI15', 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': 'http://www.samisol.fr', 'pmeoui': None, 'pmenon': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<PME_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>'}",SAMISOL,,,ZI BERLANNE - 10 RUE DU PONT LONG,64160,MORLAAS,FRI15,,,,,,http://www.samisol.fr,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<PME_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",-Remplacements cloisons existantes par cloisons neuves zone box optiques R+1 bât. B2-Complément doublages au droit de murs conservés-Travaux de reprise sur plafonds plâtre existants fixés sur cloisons existantes démolies,,Modification fondée sur l'article L2194-1 alinéa 3 du code de la commande publique,"{'value': 361248.39, 'devise': 'EUR'}",361248.39,EUR,"{'value': 365774.8, 'devise': 'EUR'}",365774.8,EUR
21-151679,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151680,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151681,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151682,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151683,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151684,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151685,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151686,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151687,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151688,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151689,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151690,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151691,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
21-151692,"{'principal': None, 'supplementaire': []}",,,,,,,,,,"{'value': None, 'devise': None}",,,,"{'denomination': None, 'codeidentnational': None, 'correspondant': None, 'adresse': None, 'cp': None, 'ville': None, 'codenuts': None, 'pays': None, 'tel': None, 'poste': None, 'fax': None, 'mel': None, 'url': None, 'pmeoui': None, 'pmenon': None}",,,,,None,,,,,,,,,,,,,,"{'value': None, 'devise': None}",,,"{'value': None, 'devise': None}",,
