,BOAMP_AVIS_NUM,D_11_01_Conditiondelai_Receptcandidat,D_11_02_Conditiondelai_Receptoffres,D_11_03_Conditiondelai_Limiteenvoiinvit,D_11_04_Conditiondelai_Validiteoffre,D_11_04_01_Conditiondelai_Validiteoffre_Jusquau,D_11_04_02_Conditiondelai_Validiteoffre_Dureemois,D_11_04_03_Conditiondelai_Validiteoffre_Dureejour,D_11_05_Conditiondelai_Dureesystemequalification
50,20-148191,,2021-02-12 15:00:00,,CF_NIV_SUIV,,,180.0,
51,20-148473,,2021-02-25 16:00:00,,CF_NIV_SUIV,,4.0,,
52,20-148994,,2021-02-15 15:00:00,,CF_NIV_SUIV,,,180.0,
53,20-149037,,2021-02-19 16:00:00,,CF_NIV_SUIV,,,180.0,
54,20-149084,,2021-02-03 11:00:00,,CF_NIV_SUIV,,6.0,,
55,20-149412,,2021-03-01 11:00:00,,CF_NIV_SUIV,,12.0,,
56,20-149458,,2021-02-03 11:00:00,,CF_NIV_SUIV,,,,
57,20-149608,,2021-02-26 15:00:00,,CF_NIV_SUIV,,5.0,,
58,20-149701,,2021-02-18 11:00:00,,CF_NIV_SUIV,,,120.0,
59,20-149717,,2021-03-04 11:00:00,,CF_NIV_SUIV,,,120.0,
60,20-149718,2021-02-11 11:00:00,2021-05-06 11:00:00,,CF_NIV_SUIV,,6.0,,
61,20-149746,,2021-02-04 11:00:00,,CF_NIV_SUIV,,,120.0,
62,20-149974,,2021-02-01 15:00:00,,CF_NIV_SUIV,,4.0,,
63,20-150004,,2021-02-08 13:00:00,,CF_NIV_SUIV,,,,
64,20-150008,,2021-02-16 11:00:00,,CF_NIV_SUIV,,4.0,,
65,20-150015,,2021-02-01 16:00:00,,CF_NIV_SUIV,,,120.0,
66,20-150402,,2021-03-16 11:30:00,,CF_NIV_SUIV,,,,
67,20-150616,,2021-02-19 11:00:00,,CF_NIV_SUIV,,,,
68,20-150634,,2021-02-08 16:00:00,,CF_NIV_SUIV,,,120.0,
69,20-150660,,2021-02-17 14:30:00,,CF_NIV_SUIV,,4.0,,
70,20-150851,,2021-02-25 12:00:00,2021-04-11 22:00:00,CF_NIV_SUIV,,4.0,,
71,20-150905,,2021-03-31 11:00:00,,CF_NIV_SUIV,,,,
72,20-150910,,2021-02-25 11:00:00,,CF_NIV_SUIV,,,,
73,20-150926,,2021-02-11 14:30:00,,CF_NIV_SUIV,,5.0,,
74,20-151015,,2021-02-10 15:00:00,,CF_NIV_SUIV,,,,
75,20-151047,,2021-02-05 11:00:00,,CF_NIV_SUIV,,,150.0,
76,20-151388,,2021-02-04 15:00:00,,CF_NIV_SUIV,,,,
77,20-151918,,2021-02-22 14:30:00,,CF_NIV_SUIV,,6.0,,
78,20-151993,,2021-02-25 11:00:00,,CF_NIV_SUIV,,,180.0,
79,20-152233,,2021-01-29 15:30:00,,CF_NIV_SUIV,,,,
80,20-152694,,2021-02-10 11:00:00,,CF_NIV_SUIV,,4.0,,
81,20-152803,,2021-02-19 10:00:00,,CF_NIV_SUIV,,4.0,,
82,20-152859,,2021-02-18 14:00:00,,CF_NIV_SUIV,,,,
83,20-152864,,2021-02-22 15:00:00,,CF_NIV_SUIV,,,120.0,
84,20-152880,,2021-02-22 16:00:00,,CF_NIV_SUIV,,,120.0,
85,20-152901,,2021-02-22 11:00:00,,CF_NIV_SUIV,,,,
86,20-152960,,2021-02-05 11:00:00,,CF_NIV_SUIV,,,,
87,20-153007,,2021-02-17 11:00:00,,CF_NIV_SUIV,,4.0,,
88,20-153121,,2021-01-25 11:00:00,,CF_NIV_SUIV,,,,
89,20-153277,,2021-01-29 14:00:00,,CF_NIV_SUIV,,,,
90,20-153290,,2021-02-11 10:00:00,,CF_NIV_SUIV,,,,
91,20-153513,,2021-02-01 16:00:00,,CF_NIV_SUIV,,,,
92,20-153618,,2021-02-15 11:00:00,,CF_NIV_SUIV,,,,
93,20-153638,2022-12-31 22:59:00,,,CF_NIV_SUIV,,,,
94,20-153741,,2021-02-09 16:00:00,,CF_NIV_SUIV,,5.0,,
95,20-153816,,2021-02-11 15:00:00,,CF_NIV_SUIV,,,120.0,
96,20-154231,,2021-02-19 16:00:00,,CF_NIV_SUIV,,4.0,,
97,20-154241,,2021-01-31 11:00:00,,CF_NIV_SUIV,,,,
98,20-154378,,2021-02-08 15:00:00,,CF_NIV_SUIV,,,,
99,20-154479,,2021-04-16 11:00:00,,CF_NIV_SUIV,,,,
100,20-154527,2021-02-08 13:00:00,,,CF_NIV_SUIV,,,,
101,20-154551,,2021-02-12 11:00:00,,CF_NIV_SUIV,,,150.0,
102,20-154803,,2021-01-29 11:00:00,,CF_NIV_SUIV,,5.0,,
103,20-154867,,2021-02-22 15:00:00,,CF_NIV_SUIV,,,,
104,20-155043,,2021-02-12 13:00:00,,CF_NIV_SUIV,,6.0,,
105,20-155234,,2021-02-10 15:00:00,,CF_NIV_SUIV,,,,
106,20-155355,,2021-02-19 11:00:00,,CF_NIV_SUIV,,6.0,,
107,20-155378,,2021-02-26 16:00:00,,CF_NIV_SUIV,,,180.0,
108,20-155456,,2021-03-08 15:00:00,,CF_NIV_SUIV,,3.0,,
109,20-155513,,2021-02-12 11:00:00,,CF_NIV_SUIV,,,120.0,
110,20-155717,,2021-03-01 14:00:00,,CF_NIV_SUIV,,6.0,,
111,20-155719,,2021-03-01 14:00:00,,CF_NIV_SUIV,,6.0,,
112,20-155816,,2021-02-08 11:00:00,,CF_NIV_SUIV,,,,
113,20-155859,,2021-02-19 11:00:00,,CF_NIV_SUIV,,4.0,,
114,20-156451,,2021-02-22 11:00:00,,CF_NIV_SUIV,,,120.0,
115,20-156610,,2021-02-08 12:00:00,,CF_NIV_SUIV,,,,
116,20-156663,,2021-02-03 11:15:00,,CF_NIV_SUIV,,,120.0,
117,20-156788,,2021-02-05 15:00:00,,CF_NIV_SUIV,,,,
118,20-156801,,2021-02-09 11:00:00,,CF_NIV_SUIV,,4.0,,
119,20-156836,,2021-02-05 14:00:00,,CF_NIV_SUIV,,6.0,,
120,20-156853,,2021-01-26 16:00:00,,CF_NIV_SUIV,,,,
121,20-156887,,2021-02-10 11:00:00,,CF_NIV_SUIV,,,,
122,20-156915,,2021-02-10 11:00:00,,CF_NIV_SUIV,,4.0,,
123,20-156998,,2021-02-08 16:00:00,,CF_NIV_SUIV,,6.0,,
124,20-157181,,2021-02-03 10:30:00,,CF_NIV_SUIV,,,120.0,
125,20-157211,,2021-02-08 15:00:00,,CF_NIV_SUIV,,6.0,,
126,20-157219,,2021-03-05 15:00:00,,CF_NIV_SUIV,,,,
127,20-157252,,2021-02-11 23:00:00,,CF_NIV_SUIV,,4.0,,
128,20-157259,,2021-02-01 11:00:00,,CF_NIV_SUIV,,4.0,,
129,20-157346,,2021-02-05 11:15:00,,CF_NIV_SUIV,,4.0,,
130,20-157445,,2021-02-18 11:00:00,,CF_NIV_SUIV,,,120.0,
131,20-157446,,2021-02-05 11:00:00,,CF_NIV_SUIV,,12.0,,
132,20-157516,,2021-01-26 11:00:00,,CF_NIV_SUIV,,,120.0,
133,20-157521,,2021-02-09 11:00:00,,CF_NIV_SUIV,,3.0,,
134,20-157536,,2021-02-02 11:00:00,,CF_NIV_SUIV,,,90.0,
135,20-157788,,2021-02-15 14:30:00,,CF_NIV_SUIV,,6.0,,
136,20-157789,,2021-01-27 11:00:00,,CF_NIV_SUIV,,5.0,,
137,20-157803,,2021-02-18 10:00:00,,CF_NIV_SUIV,,6.0,,
138,20-158028,,2021-01-28 16:00:00,,CF_NIV_SUIV,,,180.0,
139,20-158058,,2021-02-15 11:00:00,,CF_NIV_SUIV,,,,
140,20-158082,,2021-02-09 13:00:00,,CF_NIV_SUIV,,6.0,,
141,20-158184,,2021-02-01 11:00:00,,CF_NIV_SUIV,,4.0,,
142,20-158316,,2021-02-12 11:00:00,,CF_NIV_SUIV,,,120.0,
143,20-158325,,2021-02-12 11:00:00,,CF_NIV_SUIV,,6.0,,
144,20-158373,,2021-02-04 15:00:00,,CF_NIV_SUIV,,,150.0,
145,20-158393,,2021-02-19 11:00:00,,CF_NIV_SUIV,,,,
146,20-158397,,2021-03-01 11:00:00,,CF_NIV_SUIV,,4.0,,
147,20-158468,,2021-02-12 11:00:00,,CF_NIV_SUIV,,5.0,,
148,20-158542,,2021-02-22 15:00:00,,CF_NIV_SUIV,,4.0,,
149,20-158607,,2021-04-01 11:00:00,,CF_NIV_SUIV,,,,
150,20-158615,,2021-02-08 15:00:00,,CF_NIV_SUIV,,6.0,,
151,20-158617,,2021-02-08 11:00:00,,CF_NIV_SUIV,,,,
152,20-158656,,2021-01-29 11:00:00,,CF_NIV_SUIV,,4.0,,
153,20-158667,,2021-02-12 11:30:00,,CF_NIV_SUIV,,4.0,,
154,20-158725,,2021-02-04 11:00:00,,CF_NIV_SUIV,,,,
155,20-158795,,2021-01-22 10:00:00,,CF_NIV_SUIV,,,180.0,
156,20-158816,,2021-02-01 11:00:00,,CF_NIV_SUIV,,4.0,,
157,20-158825,,2021-02-05 11:00:00,,CF_NIV_SUIV,,,120.0,
158,20-158856,,2021-02-01 11:00:00,,CF_NIV_SUIV,,,180.0,
159,20-158874,,2021-02-01 11:00:00,,CF_NIV_SUIV,,,,
160,20-158889,,2021-02-15 11:00:00,,CF_NIV_SUIV,,6.0,,
161,20-158907,,2021-02-01 11:00:00,,CF_NIV_SUIV,,6.0,,
162,20-158922,,2021-02-02 11:00:00,,CF_NIV_SUIV,,8.0,,
163,20-158936,,2021-02-08 15:30:00,2021-03-04 23:00:00,CF_NIV_SUIV,,10.0,,
164,20-158945,,2021-02-02 10:00:00,,CF_NIV_SUIV,,6.0,,
165,20-158953,,2021-02-09 14:00:00,,CF_NIV_SUIV,,,,
166,20-158956,,2021-02-01 11:00:00,,CF_NIV_SUIV,,4.0,,
167,20-158957,,2021-02-01 16:00:00,,CF_NIV_SUIV,,,,
168,20-158959,,2021-02-01 11:00:00,,CF_NIV_SUIV,,,,
169,20-158961,,2021-02-01 15:30:00,,CF_NIV_SUIV,,4.0,,
170,20-158983,,2021-01-29 16:00:00,,CF_NIV_SUIV,,,,
171,20-158986,,2021-02-05 11:00:00,,CF_NIV_SUIV,,,,
172,20-158995,,2021-02-03 11:00:00,,CF_NIV_SUIV,,,,
173,20-159001,,2021-02-11 11:00:00,,CF_NIV_SUIV,,,180.0,
174,20-159007,,2021-02-12 15:00:00,,CF_NIV_SUIV,,6.0,,
175,20-159009,,2021-02-01 15:00:00,,CF_NIV_SUIV,,5.0,,
176,20-159026,,2021-02-01 11:00:00,,CF_NIV_SUIV,,,,
177,20-159036,,2021-03-03 14:30:00,,CF_NIV_SUIV,,6.0,,
178,20-159043,,2021-01-14 10:00:00,,CF_NIV_SUIV,,,,
179,20-159056,,2021-02-03 15:00:00,,CF_NIV_SUIV,,6.0,,
180,20-159066,,2021-02-16 21:00:00,,CF_NIV_SUIV,,6.0,,
181,20-159072,,2021-02-02 11:00:00,,CF_NIV_SUIV,,4.0,,
182,20-159078,,2021-01-29 11:00:00,,CF_NIV_SUIV,,,120.0,
183,20-159089,,2021-02-04 11:00:00,,CF_NIV_SUIV,,4.0,,
184,20-159101,,2021-02-18 15:00:00,,CF_NIV_SUIV,,6.0,,
185,20-159110,,2021-02-04 11:00:00,,CF_NIV_SUIV,,4.0,,
186,20-159112,,2021-02-05 11:00:00,,CF_NIV_SUIV,,,,
187,20-159118,,2021-02-01 15:00:00,,CF_NIV_SUIV,,,,
188,20-159141,,2021-02-02 11:00:00,,CF_NIV_SUIV,,6.0,,
189,20-159150,,2021-02-01 15:30:00,,CF_NIV_SUIV,,6.0,,
190,20-159162,,2021-01-27 11:00:00,,CF_NIV_SUIV,,,,
191,20-159164,,2021-01-31 16:00:00,,CF_NIV_SUIV,,6.0,,
192,20-159165,,2021-02-08 13:00:00,,CF_NIV_SUIV,,6.0,,
193,20-159170,,2021-02-08 11:00:00,,CF_NIV_SUIV,,6.0,,
194,20-159186,,2021-01-28 11:00:00,,CF_NIV_SUIV,,4.0,,
195,20-159191,,2021-02-01 11:00:00,,CF_NIV_SUIV,,6.0,,
196,20-159201,,2021-02-16 16:00:00,,CF_NIV_SUIV,,4.0,,
197,20-159204,,2021-02-01 11:00:00,,CF_NIV_SUIV,,,,
198,20-159215,,2021-02-26 11:00:00,,CF_NIV_SUIV,,,,
199,20-159216,,2021-02-01 11:00:00,,CF_NIV_SUIV,,4.0,,
200,20-159228,,2021-02-04 11:00:00,,CF_NIV_SUIV,,5.0,,
201,20-159230,,2021-02-12 11:00:00,,CF_NIV_SUIV,,6.0,,
202,20-159270,,2021-02-01 15:00:00,,CF_NIV_SUIV,,,,
203,20-159280,,2021-02-08 15:00:00,,CF_NIV_SUIV,,6.0,,
204,20-159282,,2021-02-19 14:00:00,,CF_NIV_SUIV,,4.0,,
205,20-159297,,2021-02-05 15:30:00,,CF_NIV_SUIV,,4.0,,
206,20-159301,,2021-02-02 11:00:00,,CF_NIV_SUIV,,6.0,,
207,20-159313,,2021-02-03 11:00:00,,CF_NIV_SUIV,,,90.0,
208,20-159317,,2021-02-15 11:00:00,,CF_NIV_SUIV,,6.0,,
209,20-159321,,2021-02-18 11:00:00,,CF_NIV_SUIV,,6.0,,
210,20-159324,,2021-02-04 11:00:00,,CF_NIV_SUIV,,,,
211,20-159342,,2021-02-02 11:00:00,,CF_NIV_SUIV,,,,
212,20-159345,,2021-02-01 11:00:00,,CF_NIV_SUIV,,9.0,,
213,20-159347,,2021-02-04 11:00:00,,CF_NIV_SUIV,,3.0,,
214,20-159367,,2021-02-02 11:00:00,,CF_NIV_SUIV,,5.0,,
215,20-159370,,2021-02-09 11:00:00,,CF_NIV_SUIV,,4.0,,
216,20-159376,,2021-02-02 16:00:00,,CF_NIV_SUIV,,6.0,,
217,20-159389,,2021-03-01 11:00:00,,CF_NIV_SUIV,,8.0,,
218,20-159393,,2021-02-11 15:00:00,,CF_NIV_SUIV,,,,
219,20-159394,,2021-02-04 11:00:00,,CF_NIV_SUIV,,6.0,,
220,20-159399,,2021-02-17 11:00:00,,CF_NIV_SUIV,,6.0,,
221,20-159403,,2021-02-05 10:45:00,,CF_NIV_SUIV,,,,
222,20-159411,,2021-02-12 11:00:00,,CF_NIV_SUIV,,6.0,,
223,20-159424,,2021-02-05 15:00:00,,CF_NIV_SUIV,,4.0,,
224,20-159428,,2021-02-09 11:00:00,,CF_NIV_SUIV,,4.0,,
225,20-159430,,2021-02-08 11:00:00,,CF_NIV_SUIV,,4.0,,
226,20-159435,,2021-02-12 16:00:00,,CF_NIV_SUIV,,,,
227,20-159436,,2021-02-03 11:00:00,,CF_NIV_SUIV,,,,
228,20-159443,,2021-02-08 15:00:00,,CF_NIV_SUIV,,5.0,,
229,20-159447,,2021-02-01 11:00:00,,CF_NIV_SUIV,,4.0,,
230,20-159448,,2021-02-10 11:00:00,,CF_NIV_SUIV,,,,
231,20-159458,,2021-02-03 11:00:00,,CF_NIV_SUIV,,5.0,,
232,20-159460,,2021-02-05 16:00:00,,CF_NIV_SUIV,,,,
233,20-159461,,2021-02-02 15:00:00,,CF_NIV_SUIV,,4.0,,
234,20-159464,,2021-02-01 11:00:00,,CF_NIV_SUIV,,3.0,,
235,20-159470,,2021-02-04 15:00:00,,CF_NIV_SUIV,,5.0,,
236,20-33794,,2021-02-16 12:00:00,2021-03-30 22:00:00,CF_NIV_SUIV,,4.0,,
237,20-38441,,2021-03-09 15:00:00,,CF_NIV_SUIV,,10.0,,
238,20-43673,,2021-02-15 11:00:00,,CF_NIV_SUIV,,,,
239,20-44462,,2021-02-04 15:00:00,,CF_NIV_SUIV,,7.0,,
240,20-48237,,2021-02-12 15:00:00,,CF_NIV_SUIV,,,,
241,20-63318,,2021-02-25 23:00:00,,CF_NIV_SUIV,,,,
242,20-63462,,2021-01-29 11:00:00,,CF_NIV_SUIV,,,,
243,20-73247,,2021-03-01 11:00:00,,CF_NIV_SUIV,,,,
244,20-78772,,2021-03-08 11:00:00,,CF_NIV_SUIV,,,,
245,20-81417,,2021-03-05 15:00:00,,CF_NIV_SUIV,,,180.0,
246,21-10000,,2021-02-15 11:00:00,,CF_NIV_SUIV,,,150.0,
247,21-10008,,2021-03-01 11:00:00,,CF_NIV_SUIV,,,,
248,21-10012,,2021-02-17 11:00:00,,CF_NIV_SUIV,,,120.0,
249,21-10013,,2021-03-01 10:00:00,,CF_NIV_SUIV,,6.0,,
250,21-10015,,2021-02-26 11:00:00,,CF_NIV_SUIV,,,120.0,
251,21-10017,,2021-02-26 11:00:00,,CF_NIV_SUIV,,,,
252,21-10018,,2021-02-24 11:00:00,,CF_NIV_SUIV,,6.0,,
253,21-10022,,2021-02-22 11:00:00,,CF_NIV_SUIV,,,90.0,
254,21-10024,,2021-02-22 15:00:00,,CF_NIV_SUIV,,,180.0,
255,21-10026,,2021-02-23 11:00:00,,CF_NIV_SUIV,,3.0,,
256,21-10028,,2021-02-12 11:00:00,,CF_NIV_SUIV,,,120.0,
257,21-10029,,2021-02-23 16:30:00,,CF_NIV_SUIV,,6.0,,
258,21-10031,,2021-02-22 11:00:00,,CF_NIV_SUIV,,,90.0,
259,21-10032,2021-02-22 16:00:00,2021-07-01 16:00:00,2021-03-21 23:00:00,CF_NIV_SUIV,,,,
260,21-10033,,2021-02-19 11:00:00,,CF_NIV_SUIV,,,180.0,
261,21-10034,,2021-02-25 16:00:00,,CF_NIV_SUIV,,,120.0,
262,21-10036,,2021-02-26 11:00:00,,CF_NIV_SUIV,,,120.0,
263,21-10039,,2021-02-15 14:00:00,,CF_NIV_SUIV,,,,
264,21-10040,,2021-02-26 11:00:00,,CF_NIV_SUIV,,5.0,,
265,21-10041,,2021-02-23 15:30:00,,CF_NIV_SUIV,,6.0,,
266,21-10042,,2021-02-23 11:00:00,2021-02-23 23:00:00,CF_NIV_SUIV,,6.0,,
267,21-10044,,2021-02-22 11:00:00,,CF_NIV_SUIV,,,,
268,21-10045,,2021-02-16 16:00:00,,CF_NIV_SUIV,,,,
269,21-10046,,2021-02-19 16:00:00,,CF_NIV_SUIV,,4.0,,
270,21-10047,,2021-02-22 11:00:00,,CF_NIV_SUIV,,,120.0,
271,21-10051,,2021-03-05 09:00:00,,CF_NIV_SUIV,,,120.0,
272,21-10052,,2021-03-05 11:00:00,,CF_NIV_SUIV,,,,
273,21-10055,,2021-02-24 11:00:00,,CF_NIV_SUIV,,,120.0,
274,21-10058,,2021-02-19 11:00:00,,CF_NIV_SUIV,,9.0,,
275,21-1006,,2021-02-01 15:00:00,,CF_NIV_SUIV,,,150.0,
276,21-10062,,2021-03-16 15:00:00,,CF_NIV_SUIV,,6.0,,
277,21-10063,,2021-02-22 16:30:00,,CF_NIV_SUIV,,,2.0,
278,21-10065,,2021-02-25 16:00:00,,CF_NIV_SUIV,,4.0,,
279,21-10067,,2021-03-01 11:00:00,,CF_NIV_SUIV,,,120.0,
280,21-10068,,2021-02-22 11:00:00,,CF_NIV_SUIV,,,180.0,
281,21-10070,,2021-02-24 13:00:00,,CF_NIV_SUIV,,6.0,,
282,21-10072,,2021-02-22 15:00:00,,CF_NIV_SUIV,,,120.0,
283,21-10073,,2021-02-19 11:30:00,,CF_NIV_SUIV,,,90.0,
284,21-10074,,2021-03-15 11:00:00,,CF_NIV_SUIV,,6.0,,
285,21-10075,,2021-02-22 15:00:00,,CF_NIV_SUIV,,,,
286,21-10078,,2021-02-26 11:00:00,,CF_NIV_SUIV,,4.0,,
287,21-10079,,2021-03-08 11:00:00,,CF_NIV_SUIV,,,120.0,
288,21-10088,,2021-03-22 11:00:00,,CF_NIV_SUIV,,4.0,,
289,21-1009,2021-02-05 15:00:00,,,CF_NIV_SUIV,,,120.0,
290,21-10094,,2021-02-26 11:00:00,,CF_NIV_SUIV,,,,
291,21-10095,,2021-02-16 11:00:00,,CF_NIV_SUIV,,,150.0,
292,21-10096,,2021-02-22 16:00:00,,CF_NIV_SUIV,,4.0,,
293,21-1010,,2021-02-02 11:00:00,,CF_NIV_SUIV,,7.0,,
294,21-10101,,2021-02-15 16:00:00,,CF_NIV_SUIV,,5.0,,
295,21-10103,,2021-03-01 07:00:00,,CF_NIV_SUIV,,,,
296,21-10104,,2021-02-27 11:00:00,,CF_NIV_SUIV,,,,
297,21-10106,,,,CF_NIV_SUIV,,6.0,,
298,21-10108,,2021-02-22 16:30:00,,CF_NIV_SUIV,,3.0,,
299,21-1011,,2021-01-26 10:00:00,,CF_NIV_SUIV,,,120.0,
300,21-10110,,2021-02-18 22:00:00,,CF_NIV_SUIV,,,120.0,
301,21-10112,,2021-03-02 11:00:00,,CF_NIV_SUIV,,4.0,,
302,21-10114,,2021-02-22 11:00:00,,CF_NIV_SUIV,,6.0,,
303,21-10115,,2021-02-23 15:00:00,,CF_NIV_SUIV,,,120.0,
304,21-10116,,2021-02-23 11:00:00,,CF_NIV_SUIV,,,,
305,21-10118,,2021-02-25 14:00:00,,CF_NIV_SUIV,,4.0,,
306,21-10119,,2021-02-25 16:00:00,,CF_NIV_SUIV,,4.0,,
307,21-10122,,2021-03-12 15:00:00,,CF_NIV_SUIV,,6.0,,
308,21-10123,,2021-02-12 11:00:00,,CF_NIV_SUIV,,,120.0,
309,21-10125,,2021-02-19 16:00:00,,CF_NIV_SUIV,,,120.0,
310,21-10126,,2021-02-24 16:00:00,,CF_NIV_SUIV,,4.0,,
311,21-10127,,2021-02-25 16:00:00,,CF_NIV_SUIV,,4.0,,
312,21-10129,,2021-02-16 11:00:00,,CF_NIV_SUIV,,3.0,,
313,21-10130,,2021-02-22 11:00:00,,CF_NIV_SUIV,,4.0,,
314,21-10135,,2021-02-22 11:30:00,,CF_NIV_SUIV,,,,
315,21-10138,,2021-02-22 15:30:00,,CF_NIV_SUIV,,4.0,,
316,21-10139,,2021-02-11 16:00:00,,CF_NIV_SUIV,,,,
317,21-10141,,2021-02-15 11:00:00,,CF_NIV_SUIV,,,120.0,
318,21-10142,,2021-03-05 11:00:00,,CF_NIV_SUIV,,6.0,,
319,21-10143,,2021-02-12 10:00:00,,CF_NIV_SUIV,,,90.0,
320,21-10145,,2021-02-26 11:00:00,,CF_NIV_SUIV,,,180.0,
321,21-10146,,2021-03-12 11:00:00,,CF_NIV_SUIV,,,180.0,
322,21-10148,,2021-02-22 16:00:00,,CF_NIV_SUIV,,,90.0,
323,21-10150,,2021-02-22 14:00:00,,CF_NIV_SUIV,,,,
324,21-10152,,2021-02-22 15:00:00,,CF_NIV_SUIV,,,,
325,21-10153,,2021-02-16 15:00:00,,CF_NIV_SUIV,,,,
326,21-10155,,2021-02-12 11:00:00,,CF_NIV_SUIV,,,,
327,21-10156,,2021-03-08 11:00:00,,CF_NIV_SUIV,,4.0,,
328,21-10157,,2021-02-16 08:56:00,,CF_NIV_SUIV,,,120.0,
329,21-10158,,2021-02-24 11:00:00,,CF_NIV_SUIV,,6.0,,
330,21-10159,2021-02-26 11:00:00,,,CF_NIV_SUIV,,,,
331,21-1016,,2021-01-21 11:00:00,,CF_NIV_SUIV,,4.0,,
332,21-10160,,2021-02-12 11:00:00,,CF_NIV_SUIV,,,,
333,21-10161,,2021-02-18 11:00:00,,CF_NIV_SUIV,,,,
334,21-10162,,2021-02-24 15:00:00,,CF_NIV_SUIV,,5.0,,
